newid,title,author,ptime,dtime,url,content
H7A3WILKKF-214,"Woman arrested after hitting St. Petersburg police car, fleeing scene: Officials",FOX 13 News Staff,"January 6, 2024 at 12:45 PM·1 min read",20240107,https://news.yahoo.com/woman-arrested-hitting-st-petersburg-184520964.html,"ST. PETERSBURG, Fla. - A 24-year-old woman was arrested Saturday after hitting a police car and injuring an officer, according to the St. Peterburg Police Department.
Around 1 a.m. SPPD says an officer was conducting a traffic stop on I-375, west of 5th Avenue North entrance ramp. The emergency lights were activated on the police car, according to authorities.
As the officer got out of his vehicle, officials say a white Kia sedan hit the police car and the officer suffered minor injuries.
READ: Woman killed by hit-and-run driver in St. Pete: Investigators
The police officer was taken to Bayfront Health and will be okay, according to SPPD. St. Peterburg police says no one else was injured.
The Kia did not stop at the scene and continued westbound, according to police.
READ: Bicyclist critically injured after being struck by car: CPD
Authorities eventually found the Kia and took the driver, Mackenzie Paige Deaton, into custody.
The police department says Deaton is charged with serious bodily injury hit-and-run, tampering with evidence, and citations including failure to follow the Move Over law."
F6RGAN9AHP-215,6 Photos That Earned Josephine Skriver Rookie of the Year Honors,Cara O’Bleness,"January 8, 2024 at 8:03 AM·1 min read",20240108,https://www.yahoo.com/lifestyle/6-photos-earned-josephine-skriver-000300890.html,"Kate Powers/Sports Illustrated
Danish model Josephine Skriver first posed for the SI Swimsuit Issue in 2020, when she traveled to the Dominican Republic with photographer Kate Powers. The stunning images that resulted from the collaboration in the Caribbean resulted in Skriver earning Rookie of the Year honors.
The 30-year-old returned to the fold in both ’21 and ’22, and her work with the brand took her to Sacramento, Calif., and Montenegro. Skriver is known for her time as a Victoria’s Secret Angel, and has also collaborated with notable brands like Armani, Balmain, Gucci, Max Mara, Tom Ford, Calvin Klein and Rag & Bone.
Today, Skriver is a proud mom of one. She and her husband, musician Alexander DeLeon, welcomed a daughter named Aurora last summer. She’s also the cofounder of JOJA, an activewear brand she founded with fellow supermodel and best friend Jasmine Tookes.
“JOJA is a woman-owned brand that designs with attention to detail, keeping women’s bodies in mind,” Skriver told us of the company last year. “We believe that every detail matters, and we put great effort into every aspect of our designs, from selecting the right materials to stitching each piece with precision. Our goal is to create clothing that is both fashionable and practical, making every woman feel confident and beautiful.”
In honor of the multihyphenate’s continued success across various verticals, we’re throwing it back to a few of our favorite images from Skriver’s rookie photoshoot in the Dominican Republic.
Kate Powers/Sports Illustrated
Kate Powers/Sports Illustrated
Kate Powers/Sports Illustrated
Kate Powers/Sports Illustrated
Kate Powers/Sports Illustrated
Kate Powers/Sports Illustrated
Make sure to follow SI Swimsuit on YouTube!"
EKDTXR3KE4-216,$7.4 million allocated for development of sustainable New Orleans workforce,Raeven Poole,"January 8, 2024 at 1:08 PM·1 min read",20240108,https://news.yahoo.com/7-4-million-allocated-development-190810837.html,"NEW ORLEANS (WGNO) — New Orleans Mayor LaToya Cantrell’s Office of Workforce Development (OWD) released a Notice of Funding Availability (NOFA) on Monday, Jan. 8, for the development of a “sustainable” workforce for the future.
$7.4 million of the city’s America Rescue Plan Act (ARPA) funds been allocated to fund the Workforce Development project.
A total of $194 million is committed to funding what officials call “priority projects” that align with the needs of the community, strengthen the local social safety net, and build a safer, healthier community for the future.
New Orleans police investigate fatal Little Woods crash
Programs targeted for investment include some that:
Provide opportunities and pathways for youth and young adult workforce development
Support and enhance New Orleans’ growing green infrastructure, sustainability, and resilience industries
Develop and build on New Orleans’ rich history of cultural and performing arts
Support for individuals with barriers to employment, such as transportation, financial literacy, or identification and documentation challenges
Support for current and future educators to access the training and certification
Upskill, retrain, and support workers for in-demand jobs
Director of OWD Sunae Villavaso says the future of the economy relies on a competitive knowledgeable and highly skilled workforce.
“This NOFA will enhance our goal of supporting organizations in developing programs that empower individuals negatively impacted by the COVID-19 pandemic with the skills, certifications, and support necessary to embark on career trajectories with family-sustaining wages that bolster their long-term social and economic mobility,” said Villavaso.
Officials encourage “innovative and impactful” proposals that will enhance the employment prospects for the current and future community.
To apply for the Investment in Workforce Development program, visit the city’s website.
Stay up to date with the latest news, weather and sports by downloading the WGNO app on the Apple or Google Play stores and by subscribing to the WGNO newsletter.
Sen. Bob Menendez denies allegations of corruption on Senate floor
Fans raising money to put up ‘Fire Dennis Allen’ billboard in New Orleans
Democratic Senate Armed Services chair calls for more information on Austin’s absence
LISTEN LIVE: NASA talks return to the moon as likelihood increases of failed landing by private company
See when Girl Scout cookie season starts in southeast Louisiana, how to buy
For the latest news, weather, sports, and streaming video, head to WGNO."
9TVYEBE0Y6-217,75 Utah employers to participate in virtual job fair,Ryan Bittan,"January 9, 2024 at 1:04 AM·2 min read",20240108,https://news.yahoo.com/75-utah-employers-participate-virtual-170454074.html,"SALT LAKE CITY (ABC4) — The Utah Dept. of Workforce Services (DWS) is hosting a statewide virtual job fair on Thursday, Jan. 11.
Around 75 employers in Utah are reportedly expected to participate in the free event. They are looking to hire thousands of open positions across the Beehive State, according to a release.
Clearfield daycare under investigation after mother claims 2-year-old repeatedly came home with injuries
Those positions will be available within a number of industries, including government, healthcare, construction, education, transportation, automotive, e-commerce, and more.
Here is a complete list of participating employers.
If you’re looking to attend, DWS says to come prepared with your resume and a professional photo to upload to your profile.
The virtual event will feature a “digital floor plan with rows of booths, each representing an employer,” the release states.
Once you click on a booth, you can see the company profile as well as their open positions. You can also chat with a hiring representative, according to the release.
Employers will reportedly be scheduling interviews, hosting one-on-one video chats, and even making job offers on the spot.
You can access the event via a computer or smartphone. The job fair will take place Thursday, Jan. 11, from 10 a.m. – 1 p.m.
Before attending, you should pre-register here and create an account or sign in to ‘my Job Search.’ On the day of the fair, log back in to ‘my Job Search’ to join.
There will reportedly also be two online workshops the day before, at 10 a.m. and 1 p.m. These workshops are meant to help job seekers get the most out of the job fair.
Utah’s Hogle Zoo welcomes deadliest cat on the planet, the black-footed cat
“If a new job is on your new year’s resolution list, I encourage you to attend the virtual job fair,” said Liz Carver, Workforce Development Division director. “Whether you are looking for your first job or to find the next step in your career, the virtual job fair offers an easy way to meet with multiple employers at the same time.”
If you’re looking for a job, you can always search the more than 40,000 openings listed here.
For the latest news, weather, sports, and streaming video, head to ABC4 Utah."
QW47KV0YVV-218,"A loud boom, a blast of icy wind and sheer terror on Alaska Airlines Flight 1282",Christopher Goffard,"January 7, 2024 at 6:02 PM·4 min read",20240108,https://news.yahoo.com/loud-boom-blast-icy-wind-000252146.html,"The airplane was three miles into the sky and still climbing when passengers heard the boom and felt the blast of icy wind. A chunk of the metal membrane separating the 171 passengers and six crew members from the freezing mid-troposphere had unexpectedly ""departed the airplane,"" as transportation officials clinically put it.
No serious injuries were reported aboard Alaska Airlines Flight 1282, which made an emergency landing at Portland International Airport in Oregon on Friday night with a door-shaped gap in its side and a cabin full of frightened people.
But transportation officials say the midair blowout could have been calamitous if it had happened a little later in the flight, when the plane was at cruising altitude with passengers unbuckled and walking around.
""We are very, very fortunate here that this didn't end up in something more tragic,"" said Jennifer Homendy, chair of the National Transportation Safety Board, the federal agency responsible for investigating transportation accidents.
""I imagine this was a pretty terrifying event,"" Homendy said. ""We don't often talk about psychological injury, but I'm sure that occurred here.""
The airliner was a new one, a Boeing 737 Max 9 that went into service late last year. Investigators will try to figure out what caused one of its so-called plug doors — described by some experts as ""fake doors"" — to be ripped loose in the air above Oregon.
With 178 seats, the plane is not required to have emergency exit doors at the spot, so builders installed sealed panels where the doors otherwise would have stood on each side.
Investigators are searching for the missing plug door, which is believed to have landed near the Cedar Hills neighborhood of Greater Portland. The NTSB is asking anyone who finds it to contact police.
Alaska Airlines said Sunday that all 65 of its Max 9s were grounded, and that it had canceled 170 flights Sunday affecting 25,000 passengers. On Saturday, United Airlines said it had grounded all 79 of its Boeing 737 Max 9 aircraft for inspection, and that 270 flights were canceled over the weekend as a result of Friday night's incident.
Flight 1282 left Portland International Airport just after 5 p.m. Friday, headed to Ontario International in Southern California on an expected two-hour flight. It was traveling about 440 mph , at an altitude of about 16,000 feet, and had been airborne about 10 minutes.
Then passengers heard what some called a boom and some called a pop, as the faux door flew off and exposed bare insulation around it. Some passengers screamed and hurried to put on oxygen masks that had dropped. One passenger told KTLA-Channel 5 that the blowout ripped the shirt completely off a teenage boy.
The blowout ripped the headrests off some seats. There were seven empty seats in the plane, authorities said, and by a stroke of luck the two closest to the hole — 26A and 26B — happened to be empty.
An audio recording between the pilot and an air traffic controller describes what happened next. The pilot calmly explained that the plane had depressurized and needed to return to Portland International.
""We're now leveling 12,000 and left turn heading 340,"" the pilot said. ""We do have information zero. We'd like to get lower, if possible ...""
""Did you declare an emergency?"" asked the air traffic controller. ""Or did you just need to return to ...""
""Yes, we are emergency. We are depressurized. We do need to return back to ... Our fuel is 18,900 pounds and we have 177 passengers on board.""
""Do you need time to burn off some fuel before you land?""
""Negative.""
""Are you ready to approach now?""
The pilot said the plane was about 10 minutes away.
""Roger. Just let me know when you're ready,"" the air traffic controller said.
""We'll let you know. Alaska 1282.""
""The only information we have is a depressurization issue. ... The emergency aircraft will be the next arrival,"" the air traffic controller said. ""They are on a two-mile final. And you can expect access to the runway.""
Passengers applauded as the plane landed safely, about 13 minutes after the blowout.
The Associated Press contributed to this story.
Sign up for Essential California for news, features and recommendations from the L.A. Times and beyond in your inbox six days a week.
This story originally appeared in Los Angeles Times."
9Q2TP3OADT-219,Air-raid warning across Ukraine over Russian missile launches,Ukrainska Pravda,"January 8, 2024 at 2:30 PM·3 min read",20240108,https://news.yahoo.com/air-raid-warning-across-ukraine-063019298.html,"An air-raid warning began to extend across Ukraine at around 06:00 on 8 January, with the Ukrainian Air Force confirming missile launches from Russian Tu-95MS strategic bombers and MiG-31K fighters. The all-clear was sounded at 08:24, with the air-raid lasting for over two hours.
Source: Ukrainian Air Force; air-raid warnings map.
Quote from the Air Force: ""Enemy Su-35/Su-34 activity in the north.
The threat of use of aircraft missile weapons!""
Details: The air-raid warning was issued in 6 oblasts.
At 06:05, a missile was flying across Sumy Oblast towards Poltava Oblast.
At 06:09, a missile was moving across Kharkiv Oblast towards Dnipro Oblast.
At 06:10, an air-raid warning was issued in Kyiv and the Oblast.
The Air Force at 06:10: ""Missile danger in the areas where the air-raid warning has been issued!
There is a threat of cruise missile launches from Tu-95MS aircraft.
A total of 11 Tu-95MS strategic bombers are in the air.
Do not ignore the air-raid warning!
Take shelter!""
At 06:17, cruise missile launches from the Caspian Sea were confirmed.
At 06:26, missiles were moving across Sumy Oblast towards Poltava/Cherkasy Oblasts.
At 06:28, a MiG-31K was recorded taking off from Savasleyka airfield in Nizhny Novgorod Oblast [Russia].
At 06:29, a group of missiles in the south of Kyiv Oblast was moving in a westerly direction.
At 06:33, new groups of missiles were detected in the airspace of Sumy Oblast. They were moving in a western direction (Poltava/Kyiv Oblasts).
At 06:36, the missiles were on the border of Kyiv and Cherkasy Oblasts. The vector of movement was towards the west. The missile threat was to Vinnytsia Oblast.
At 06:36, a Kinzhal missile was launched.
At 06:39, a group of missiles was moving through Kharkiv Oblast to Dnipro Oblast.
At 06:40, there was a high-speed target in Dnipro Oblast.
At 06:49, groups of cruise missiles were detected:
Cherkasy Oblast - heading west.
Vinnytsia Oblast - heading towards Khmelnytskyi Oblast.
Kharkiv Oblast - in the direction of Dnipro.
At 06:50, another MiG-31K was recorded taking off from the Savasleyka airfield in Nizhny Novgorod Oblast.
A second launch of a Kh-47M2 Kinzhal air-to-air missile is possible.
At 06:53, the third MiG-31K took off from Savasleyka airfield in Nizhny Novgorod Oblast.
Ar 06:58, cruise missile groups were detected:
Khmelnytskyi Oblast - in a westerly direction! A threat to Ternopil Oblast.
Cherkasy Oblast - Vinnytsia Oblast - in a south-westerly direction.
More missile launches from a Tu-22m3 were recorded.
At 07:08, the launch of Kinzhals was recorded, and the residents of Dnipro and Kryvyi Rih were urged to stay in shelters.
At 07:10, a fourth MiG-31K took off from Savasleyka airfield in Nizhny Novgorod Oblast.
At 07:16, the Air Force reported that a group of missiles in Ternopil/Lviv Oblasts had changed its direction and was moving towards Khmelnytskyi Oblast.  The Air Force urged the residents of Starokostiantyniv and Shepetivka to stay in shelters.
At 07:19 the launch of Kinzhals in the direction of Kyiv was recorded. The residents of Kyiv were urged to stay in shelters.
The ballistic missile threat was in Zaporizhzhia and Chernihiv.
Updated at 08:30: At 08:24 the all-clear was given. The threat lasted for more than two hours.
Reminder: Ukraine's Air Force reported that 13 strategic bombers had taken off from Russia’s Olenya airfield and warned of a missile threat during the night and morning of 7-8 January.
Support UP or become our patron!"
9996FA95FD-220,Albina neighborhood’s donation from Nike co-founder listed among biggest of 2023,Jashayla Pettigrew,"January 8, 2024 at 7:15 AM·2 min read",20240108,https://news.yahoo.com/albina-neighborhood-donation-nike-co-151500724.html,"PORTLAND, Ore. (KOIN) — A philanthropy magazine determined that Nike co-founder Phil Knight made one of the top donations of 2023 when he and his wife allocated millions of dollars to a historically Black neighborhood in Portland.
The Chronicle of Philanthropy, a news company that reports on nonprofit organizations, published its yearly list of the biggest charitable donations on Tuesday.
Multnomah County Board unanimously approves funding for proposed treatment center
The top 11 donations cost $3.5 billion overall, but the magazine notes that most of the donors are multibillionaires. Together, the donors have an estimated net worth of $305.1 billion.
According to The Chronicle, Berkshire Hathaway CEO Warren Buffett took the top spot with a donation of $541.5 million. The money went toward the Susan Thompson Buffett Foundation, a charitable organization named after the businessman’s first wife.
The second-place spot went to James Simons, who founded New-York-based hedge fund Renaissance Technologies. The founder’s $500 million gift was dedicated through his science and mathematics charity the Simons Foundation, and to scholarships at Stony Brook University in New York.
Library underfunding impacts ‘already overburdened’ staff throughout Oregon
Oregon resident and Nike co-founder Phil Knight was tied at No. 3 with a $400 million donation. In April, he and his wife Penny gifted the money to the 1803 Fund: an initiative dedicated to revitalizing the Albina neighborhood.
The area was once known as a hub for Black Portlanders, but the director of Albina Head Start previously told KOIN 6 that redlining and “urban renewal” in the 1970s pushed out many residents who called it home.
“Rebuild Albina officials plan to renovate the area, pay for education programs and education-related services for children and their families, and support a range of projects meant to deepen the area’s cultural roots,” the Chronicle of Philanthropy wrote. “The Knights are giving the money both personally and through their Knight Foundation.”
‘Huge weight off our shoulders’: Portland Fire launches overdose response team to tackle drug crisis
Cryogenic Industries founder Ross Brown tied with the Knights for his $400 million donation to the California Institute of Technology.
For the latest news, weather, sports, and streaming video, head to KOIN.com."
MYR35YD9N8-221,Bangladesh PM Extends Her Rule in Polls Shunned by Rivals,Arun Devnath,"January 8, 2024 at 3:10 AM·4 min read",20240108,https://news.yahoo.com/bangladesh-pm-extends-her-rule-174115687.html,"(Bloomberg) -- Bangladesh Prime Minister Sheikh Hasina retained her title as the world’s longest serving female head of government after her party swept most of the parliament seats in an election boycotted by her opponents and voters.
Most Read from Bloomberg
IPhone Survives 16,000-Foot Fall, Helps Steer Jet-Panel Hunt
Chinese Billionaire Is Second-Biggest Foreign Owner of US Land
Musk’s Drug Use Concerns Tesla, SpaceX Leaders, WSJ Says
Boeing Slumps After Panel Blowout Leads to Partial 737 Grounding
US and Allies Met Secretly With Ukraine on Peace Plan
Hasina’s Awami League party won 223 of 299 seats for a simple parliament majority, according to unofficial results from the offices of the Election Commission. The election for one seat was postponed.
The poll body has put the turnout at 41.8%, the second lowest since the country’s return to democracy in 1991. It’s a sharp drop from the 80% participation in polls in 2018, as voters heeded a campaign by the opposition Bangladesh Nationalist Party to shun the election and draw attention to the sweeping crackdown her government carried out in the run up to the polls.
The vote was the culmination of a monthlong campaign beset by daily street protests, the jailing of Nobel Peace Prize winner Muhammad Yunus and viral videos of ruling party leaders pushing voters to cast ballots or risk losing government benefits.
Dhaka was deserted with heavy security around voting centers and there were few reports of clashes between opposition supporters and police officials. In a sign the country was still on edge, Hasina, who is also the president of the Awami League, asked supporters not to organize rallies to celebrate the victory, according to party official Sayem Khan.
The taka edged higher on Monday, rising 0.05% to 109.55 against the dollar, according to data compiled by Bloomberg. The nation’s currency dealers currently set limits on the exchange rate.
Hasina, set for a fourth straight term in power, has overseen one of the fastest-growing economies in the world and lifted millions out of poverty as part of her development agenda — achievements often overshadowed by her turn to authoritarianism.
Still, the economy is struggling with dollar shortages, which has prompted Moody’s Investors Service and others to downgrade Bangladesh’s credit ratings. The government was earlier forced to turn to the International Monetary Fund for $4.7 billion in emergency loans after the pandemic and soaring commodity prices depleted foreign exchange reserves.
Speaking at a post-election briefing on Monday, Hasina said she remains focused on the country’s economic development. “Economic progress and a better life for everybody will be my main aim for the next five years,” said Hasina. “Development is my main aim.”
About 120 million people were eligible to vote for 299 of the 350 seats in parliament. In recent weeks, prominent leaders from Awami League have been shown on social media video clips telling voters that they risked losing their benefits if they didn’t take part in the elections.
The BNP boycotted the national vote in response to Hasina refusing to step aside and allowing a caretaker government to run the poll. In response her Awami League party targeted a 50% turnout and allowed some of its leaders to contest as independents to spur voter interest.
As polling stations closed, opposition leaders congratulated voters for not casting their ballots, according to the Daily Star.
“What we have been saying for the one year that the people of Bangladesh have turned down this government has been shown today before everyone in the country,” said BNP leader Abdul Moyeen Khan. “We’ll continue our movement together with the people in a peaceful process.”
The US, the biggest buyer of Bangladesh’s exports, called for free and fair election ahead of Sunday’s vote, and imposed visa curbs on members of Hasina’s ruling party and law enforcement officials in September.
Hasina defended her relationship with the US on Monday, saying Bangladesh has “good relationship” with Washington. “I want to continue to have good relationships with every country, to develop my country very quickly,” she added.
Police arrested several opposition leaders in the months before the election. Hasina’s main rival and BNP leader Khaleda Zia faces suspended jail sentences on graft charges that her supporters say are trumped up.
Human Rights Watch said in a November report that almost 10,000 opposition activists have been arrested since a planned rally by the BNP on Oct. 28. Nobel winner Yunus was given a six-month jail sentence by a Dhaka court last week in a case his supporters say was politically motivated.
--With assistance from Sankalp Phartiyal and Karl Lester M. Yap.
(Updates with results, market reaction, Hasina comment)
Most Read from Bloomberg Businessweek
Tropical Underworld: The Murder Case That Could Topple an Alleged Crime Empire
Private Equity’s Horrible, No-Good ’23 Set to Continue Into ’24
Can Biden Convince Americans His Brand of Populism Is Better Than Trump’s?
Everyone Wants a Piece of the NBA’s New National TV Contract
Why America’s Car Buyers Are Rethinking EVs
©2024 Bloomberg L.P."
JFZB6SVYTG-222,Blinken meets Qatari leader in Middle East trip aimed at containing Israel-Hamas conflict,Darryl Coote,"January 8, 2024 at 12:31 PM·3 min read",20240108,https://news.yahoo.com/blinken-meets-qatari-leader-middle-043108706.html,"Jan. 7 (UPI) -- Israel's war against Hamas in Gaza ""could easily metastasize,"" causing more insecurity and suffering, U.S. Secretary of State Antony Blinken warned Sunday as he met with Arab leaders in the Middle East as he tries to prevent the conflict from expanding.
The United States' top diplomat made the comment to reporters alongside Qatari Prime Minister Al Thani in Doha during his fourth trip to the region since the Israel-Hamas war began on Oct. 7 and amid a diplomatic push to contain the conflict to the Palestinian enclave of Gaza as it threatens to spill into neighboring countries.
Blinken said ""the heart of discussions"" Saturday with Turkish President Recep Tayyip Erdogan and Jordanian King Abdullah II and Thani on Sunday have been centered on preventing the conflict from spreading.
""We share a commitment to ensure that the conflict does not expand, and I think we also share a commitment to use the influence, the relationships, the ties that we have with different parties in the region to try to avoid escalation and to deter new fronts from opening,"" he said.
""This is not just a regional issue; it's a matter of global concern.""
His trip to Turkey, Greece, Jordan and Qatar, and which will also include stops in the United Arab Emirates, Saudi Arabia, Israel, the occupied West Bank and Egypt through Thursday comes amid a precarious time in region.
On top of the war in Gaza, fighting between Israel and Hamas' Lebanese ally Hezbollah continues to escalate, Houthi rebels continue attacking shipping vessels in the Red Sea, disrupting the important trade route, and militants continue striking U.S. military personnel in Iraq and Syria -- all of which threatens to expand the initial conflict.
Thani told reporters that Qatar has been working with international and regional partners to achieve de-escalation and improve access to humanitarian aid in Gaza, but he remarked that the violence is increasing.
""We believe that we need to contain the crisis as soon as possible and to reach a cease-fire in Gaza, which will also help on de-escalating the region,"" he said.
Blinken's trip also comes as Israel has transitioned to a less intensive phase of its military operation in northern Gaza and amid discussions about the future governance of the Palestinian enclave, with some far-right Israeli politicians stating Palestinians should relocate.
Both Blinken and Thani reiterated their support for Palestinians to be able to return to their homes in Gaza.
""They cannot and they must not be pressed to leave Gaza,"" Blinken said. ""We reject the statements by some Israeli ministers and lawmakers calling for a resettlement of Palestinians outside of Gaza.""
Nearly 23,000 Palestinians have been killed in the war that began Oct. 7 when Hamas launched a bloody surprise attack on Israel, killing some 1,200 Israelis with another 240 taken hostage.
UP to 1.9 million Palestinians in Gaza, more than 85% of the enclave's population, have been displaced, many multiple times over, according to the United Nations relief agency of Palestine refugees.
Blinken said he has discussed efforts with world leaders on his trip to prevent further Palestinian deaths."
Q6FR8GPXXJ-223,Britain's BT to turn street cabinets into EV charging points,Reuters,"January 8, 2024 at 4:50 PM·1 min read",20240108,https://finance.yahoo.com/news/britains-bt-turn-street-cabinets-085029480.html,"LONDON (Reuters) - BT, Britain's biggest telecoms group, said it would convert the first of its street cabinets traditionally used to house cabling to an electric vehicle (EV) charging unit in a pilot that could lead to a network of 60,000 new points.
The first unit will be installed at a cabinet in East Lothian, Scotland, BT said on Monday, adding that it will roll out further trials across Britain in the coming months.
BT said its research showed a shortage of chargers on Britain's roads was deterring some people from buying an EV, with 38% of drivers saying they would have an EV already if charging were less of an issue.
There were 53,906 EV charging points across the UK at the end of December, according to figures quoted by BT from Zapmap. The government wants to increase the number to 300,000 by the 2030s.
Tom Guy, managing director of BT's start-up arm Etc, said: ""Our new charging solution is a huge step in bringing EV charging kerbside and exploring how we can address key barriers customers are currently facing.
""Working closely with local councils in Scotland and more widely across the UK, we are at a critical stage of our journey in tackling a very real customer problem that sits at the heart of our wider purpose to connect for good.""
BT said it would retrofit the cabinets to add a charge point alongside the existing broadband service with no need to create a new power connection.
EV charging can be deployed in cabinets used for current copper broadband services, or in those due for retirement, depending on the space and power available, it added.
(Reporting by Paul Sandle; Editing by Kate Holton)"
1O8QPTYAJ3-224,British space startup Spacebit delivering Ukrainian flag on rocket heading for moon,The New Voice of Ukraine,"January 8, 2024 at 6:44 AM·1 min read",20240108,https://news.yahoo.com/british-space-startup-spacebit-delivering-144400262.html,"UK space startup Spacebit sent a metal version of the Ukrainian flag to the moon as part of the Peregrine Mission One, a private lunar mission, NASA reported on Jan. 8.
Spacebit's lunar rover, named Asagumo, was launched aboard a Vulcan Centaur rocket at 2:18 a.m. (EST).
Read also:  Ukraine’s Zelensky hails successful launch of Ukrainian-US Antares rocket
The Ukrainian flag is on board as a sign of solidarity with the people of Ukraine, at the initiative of Pavlo Tanasyuk, a British-Ukrainian space entrepreneur.
The metal flag of Ukraine also includes a map of the country.
""This metallic plate uses a new type of coating that has never been tested on the lunar surface before,"" the press service said.
“These paints are water-based and can withstand extreme temperature conditions for hundreds of years to come. A copy of the plate was presented to President Volodymyr Zelenskyy at the end of 2021.”
The launch of the Asagumo lunar rover has been postponed for a long time due to the coronavirus pandemic. The main goal of the mission is to deliver the world's smallest robotic lunar rover to the Moon to explore lava tubes on Earth's natural satellite for the first time in history.
Read also:  Russian space agency deputy head among three detained, accused of siphoning nearly $5 million
Spacebit is a private British company founded by Pavlo Tanasyuk in 2014. It works on space data analysis tools and robotic space exploration concepts, including the use of artificial intelligence and advanced micro-robotics.
We’re bringing the voice of Ukraine to the world. Support us with a one-time donation, or become a Patron!
Read the original article on  The New Voice of Ukraine"
IY8CK41IFS-225,Charles Michel’s election bid sparks race to stop Orbán from taking European Council reins,Mared Gwyn Jones,"January 8, 2024 at 10:46 PM·5 min read",20240108,https://news.yahoo.com/charles-michel-election-bid-sparks-144628583.html,"Charles Michel unexpectedly announced on Saturday that he would be the lead candidate for his Belgian liberal party - the Reformist Movement (MR) - in the European elections which take place on 6-9 June.
This means Michel, a former Belgian prime minister who has presided over the European Council since 2019, is highly likely to be elected as a member of the European Parliament (MEP) and stand down as Council chief following the election.
The EU’s 27 heads of government now have less than six months to name his successor. The President's role involves chairing European Council meetings and brokering agreements among member states, including on sensitive budget and foreign policy decisions.
According to EU treaties, in the absence of a president, the country that holds the six-month rotating presidency of the Council takes on caretaker responsibility. This means that without a successor, Hungary’s Prime Minister Viktor Orbán would take control of the Council when his country’s takes on the rotating presidency on 1 July.
A European Council source brushed off the potential disruption of Michel's surprise announcement, saying that the decision on his successor was “due to happen in June 2024.”
“It is therefore possible to have the next president of the European Council starting his duty in summer 2024, if the European Council decides so,” the source said.
June's European elections will trigger a reshuffle of Brussels' top jobs, but the process sometimes takes months due to the intricate nature of discussions and the need to ensure political, geographical and gender balance between appointments.
Many have denounced Michel for a move that will throw a shadow of uncertainty over the Council during a politically pivotal moment.
Speaking to Euronews, Alberto Alemanno, Jean Monnet Professor of European Union Law at HEC Paris said that Michel's decision risks triggering a ""constitutional crisis.""
""As Michel abruptly ends his mandate at the most critical moment when the powers of the council are at their peak (...) he is set to become a lame duck president with little authority,"" Alemanno explained.
""This is really terra incognita,"" he said, adding that Michel was pursuing ""his own self-interest"" rather than wider European Union interests.
Dutch MEP Sophie in 't Veld, a liberal who belongs to the same political family as Michel, sharply criticised his decision on social media platform, X: “The Captain leaving the ship in the middle of a storm. If that is how little committed you are to the fate of the European Union, then how credible are you as a candidate?”
As Michel abruptly ends his mandate at the most critical moment when the powers of the council are at their peak (...) he is set to become a lame duck president with little authority.
The possibility of Orbán seizing influence in Brussels in the second half of the year has spooked many in the EU capital. The nationalist prime minister, recently seen shaking Russian President Vladimir Putin’s hand in Beijing, is infamous for being a thorn in Brussels’ side.
The bloc’s proposed €50-billion package in long-term financial support to Ukraine is currently being held up after Orbán vetoed its approval during a European Council summit in December.
It followed the release of €10 billion in EU funds to Budapest, previously frozen due to backsliding on the rule of law. The move fuelled speculation that Orbán is using his veto power in the Council to pressure Brussels to unfreeze more frozen cash.
Orbán also consistently uses anti-EU rhetoric to foster Eurosceptic sentiment among his domestic audience in Hungary.
His government recently personally targeted European Commission President Ursula von der Leyen in a billboard campaign and implied that Brussels wanted to ""create migrant ghettos in Hungary"" in an inflammatory public consultation.
EU lawmakers have in the past cast doubt over Hungary and Orbán's credibility to take on the Council's presidency in the second half of 2024.
In a non-binding resolution adopted last June, MEPs questioned ""how Hungary will be able to credibly fulfil this task in 2024, in view of its non-compliance with EU law and the values enshrined in Article 2 (of the EU treaties), as well as the principle of sincere cooperation.""
Despite having no executive powers, the EU state that holds the Council's presidency can wield significant influence over the institution's functioning by setting the agenda, hosting meetings, steering negotiations and organising votes.
Should the president's responsibilities fall temporarily into the hands of Orbán, it could increase his capacity to shape the EU's legislative calendar in the last six months of 2024.
But Alemanno told Euronews that he believes leaders are unfazed by the prospect of Orbán stepping in temporarily to do the job.
""I'm not so sure that European leaders are so afraid of Mr. Orbán,"" Alemanno explained.
""Otherwise they would have taken many more measures in order to counter his defiant stance vis-à-vis (...) foreign policy and rule of law and a number of issues,"" he said, adding that Orbán's role would be limited to chairing meetings should he need to step in.
European Council chiefs are usually former heads of state, with a preference for leaders versed in complex negotiations or with experience managing coalition governments.
Names speculated for the role include the Netherlands' current caretaker prime minister Mark Rutte, who was forced to step down in July amid a coalition rift over the issue of immigration, or former Luxembourgish premier Xavier Bettel.
Portugal's caretaker prime minister Antonio Costa was also speculated for the role, but his candidacy could be marred by a sprawling corruption investigation involving his key aides.
The EU treaties also allow the 27 leaders to change the rules should they fail to name a successor. Fourteen member states, representing a simple majority, could vote to block Orbán from temporarily taking on the president's responsibilities and appoint another temporary chief.
Alemanno predicts that a ""temporary, interim"" successor will be found in due time, with a permanent replacement then named after the June ballot."
