UniqueID,Title,Author,PTime,DTime,MentionSourceName,MentionIdentifier,Content
4AZEAJUV9Y_CL08623ZILYL87L,Ram Setu connection: PM Narendra Modi visits Arichalmunai in Tamil Nadu,ET Online,"Last Updated: Jan 22, 2024, 12:59:00 PM IST",20240121,indiatimes.com,https://economictimes.indiatimes.com/news/india/ram-setu-connection-pm-narendra-modi-visits-arichalmunai-in-tamil-nadu/articleshow/107024995.cms,
4B8VJ66UI5_EJ9OMQNJPI9Q92Y,PM Modi gives 'Wed in India' call to retain wealth within country,PTI,"Last Updated: Jan 21, 2024, 04:15:00 PM IST",20240121,indiatimes.com,https://economictimes.indiatimes.com/news/india/pm-modi-gives-wed-in-india-call-to-retain-wealth-within-country/articleshow/107029723.cms,
6AEWBKB4RG_BA1JRX39Q3XD0G4,"Ram temple inauguration: TMC, BJP to test their political might as Bengal politics heats up",PTI,"Last Updated: Jan 21, 2024, 05:22:00 PM IST",20240121,indiatimes.com,https://economictimes.indiatimes.com/news/politics-and-nation/ram-temple-inauguration-tmc-bjp-to-test-their-political-might-as-bengal-politics-heats-up/articleshow/107030780.cms,
75LVZT1IOM_MO7DRSC1AXO7OSH,Manipur: Police deny charges of security forces collaborating with militants,PTI,"Last Updated: Jan 21, 2024, 10:33:00 AM IST",20240121,indiatimes.com,https://economictimes.indiatimes.com/news/defence/manipur-police-deny-charges-of-security-forces-collaborating-with-militants/articleshow/107024274.cms,
76V566OMSK_4AT9CIEWBZQDHZ8,"India-US relationship is very important, significant not only for them but for global good, says Amb Taranjit Sandhu",PTI,"Last Updated: Jan 21, 2024, 11:04:00 AM IST",20240121,indiatimes.com,https://economictimes.indiatimes.com/news/india/india-us-relationship-is-very-important-significant-not-only-for-them-but-for-global-good-says-amb-taranjit-sandhu/articleshow/107024598.cms,
7ABM4VW5T6_8AYD2PVZFDL1WR3,Davos 2024: Top quotes from tech world’s leading minds on artificial intelligence,ETtech,"Last Updated: Jan 21, 2024, 06:01:00 AM IST",20240121,indiatimes.com,https://economictimes.indiatimes.com/tech/technology/davos-2024-top-quotes-from-tech-worlds-leading-minds-on-artificial-intelligence/articleshow/107017806.cms,
7LTVFES5IA_73CITTULL9ILAGO,"Ayodhya: Devotees splurge on jets, gold idols as Ram Mandir opens",Reuters,"Last Updated: Jan 21, 2024, 08:11:00 AM IST",20240121,indiatimes.com,https://economictimes.indiatimes.com/news/india/devotees-splurge-on-jets-gold-idols-as-hindu-temple-opens/articleshow/107021818.cms,
84P6CDN8ZI_09L3B0E736QRLWD,Ram Mandir: All govt & govt aided schools of Delhi running in general & morning shift to remain closed on Monday,ET Online,"Last Updated: Jan 22, 2024, 06:20:00 AM IST",20240121,indiatimes.com,https://economictimes.indiatimes.com/news/india/ram-temple-all-govt-govt-aided-schools-of-delhi-running-in-general-morning-shift-to-remain-closed-on-monday/articleshow/107032847.cms,
96H9NNIER3_VPQ07DNCOYTK1GK,Russian air ambulance with six on board crashes in Afghanistan,Reuters,"Last Updated: Jan 22, 2024, 12:01:00 AM IST",20240121,indiatimes.com,https://economictimes.indiatimes.com/news/international/world-news/russian-air-ambulance-with-six-on-board-crashes-in-afghanistan/articleshow/107035114.cms,
9CQO5P758I_OTLTGZ76Q6VFIDW,We don't need lectures from others about religion and devotion: D K Shivakumar,PTI,"Last Updated: Jan 21, 2024, 05:16:00 PM IST",20240121,indiatimes.com,https://economictimes.indiatimes.com/news/politics-and-nation/we-dont-need-lectures-from-others-about-religion-and-devotion-d-k-shivakumar/articleshow/107030636.cms,
9OSA2536F8_Z4OJ84Q36OMTFHO,"Gaza death toll: 25,000 & counting",Agencies,"Last Updated: Jan 21, 2024, 11:53:00 PM IST",20240121,indiatimes.com,https://economictimes.indiatimes.com/news/defence/gaza-death-toll-25000-counting/articleshow/107035001.cms,
