UniqueID,Keyword
4VUGZTWPX2_CAORODOHIGFAY7T,"'NEW YORK (AP)'|'author Roxanna Asgarian'|'television restrictions'|'library'|'freelance journalist'|'Dallas'|'Andrew Carnegie Medal for Excellence'|'American Library Association'|'Roald Dahl'|'We Were Once A Family: Love, Death, and Child Removal in America'|'Hart family murder-suicide'|'Amanda Peters'|'The Berry Pickers'|'Mi’kmaq girl'|'San Diego'|'child removal systems'|'United States'|'Aryssa Damron'|'Carnegie prizes'|'Falmouth, Nova Scotia'|'Dalhousie University'|'Acadia University'|'John Steinbeck'|'Of Mice and Men'|'New York Public Library'|'Houston's African American History Research Center'|'Fourth Ward'|'Black Freedmen's Town'|'Civil War'|'Carnegie Corporation of New York'|'Jennifer Egan'|'James McBride'|'Bryan Stevenson'"
4XQKJLAYEC_DM3TY4IVKM2OKH2,error...
4XTG6M8JOJ_WN51D28TVH8ZWDM,Peter Bergen|CNN|national security analyst|New America|Arizona State University|Audible podcast|In the Room|Apple|Spotify|Elisabeth Kendall|Houthis|Yemeni militant group|Red Sea|Hamas|US|UK|missile and air strikes|Girton College|Cambridge University|Arabic poetry|Zaydis|Shiite Muslim sect|Sunni country|Yemeni capital Sanaa|civil war|Saudi Arabia|Hudaydah|Suez Canal|Iran|Atlantic Council|Iran's Fingerprints in Yemen|Saudi Arabia|Yemeni leader|Abdul Malik al-Houthi|Iranian Revolutionary Guard Corps|Hezbollah|UN|humanitarian crisis|cholera|measles|starvation|Donald Trump|Joe Biden|terrorist organization|Foreign Terrorist Organization|Hezbollah|Lebanon|Ali Abdullah Saleh|CNN.com
50ZASG1Z05_14YRZERHTKS3VHK,error...
529KX9QYL3_48WTVCHLH9W1PVA,Poland | negotiations | Kyiv | import licences | Polish farmers | imports | Ukraine | grain | fruit | vegetables | poultry | eggs | sugar | European Commission | free market | Brussels | Polish-Ukrainian dispute | EU regulation | duty-free trade | embargo | Ukrainian imports | EU law | safeguard clause | excessive imports | trade restrictions | import duties | unfair competition | European Commission | World Trade Organisation | unilateral restrictions
54MSCE9F3Y_6YZICSUBCAORM14,"'Britain', '20,000 armed forces personnel', 'NATO', 'largest exercises', 'Cold War', 'Defence Secretary Grant Shapps', 'threats', 'Western-led alliance', 'Russian President Vladimir Putin', 'invasion of Ukraine', 'Exercise Steadfast Defender', 'international rules-based order', 'air, land and maritime assets', 'fighter jets', 'surveillance aircraft', 'Carrier Strike Group', 'China, Iran, North Korea and Russia', 'UK-US strikes', 'Iran-backed Huthi rebels', 'Yemen', 'Red Sea', 'war in Gaza'"
56WEKTN5S7_WXP4SN32E43ASSA,error...
57ZK6736FN_QCDQZCYV5L97L12,"'KANSAS CITY, Mo.|Clay County health officials|potential measles exposure|Kansas City International Airport|Clay County Public Health Center|confirmed case of measles|Liberty, Missouri resident|North Kansas City Hospital|water rescue|Spring Hill|Terminal B|general concourse|baggage claim|measles, mumps and rubella vaccine|vaccinated|infants|symptoms of measles|high fever|Cough|Runny nose|Red, watery eyes|rash|infectious respiratory disease|virus|breathing, coughing or sneezing|FOX 4 Kansas City WDAF-TV'"
59UD23E014_WX33X04NA3TK1RT,"Ukraine's Air Force|Saturday, 20 January|Russian ballistic missile attacks|Ukrainian oblasts|Air Force of the Armed Forces of Ukraine|Telegram|Kharkiv|Donetsk|Dnipropetrovsk oblasts|threat of ballistic missile attacks|east|danger|Kherson|Mykolaiv oblasts|02:09|all-clear"
5AE4V0546S_37CBHSAAHY33BQ5,error...
5DXVJ73PU9_USG9PZ35NPPDGK5,'Vladimir Putin' | 'attack Nato' | 'five to eight years' | 'Germany' | 'Baltic nations' | 'defences' | 'borders' | 'Russia' | 'Belarus' | 'Boris Pistorius' | 'German defence minister' | 'military threat situation' | 'Kremlin' | 'Estonia' | 'Latvia' | 'Lithuania' | 'bunkers' | 'Nato military official' | 'all-out war' | 'Adml Bauer' | 'Nato military committee' | 'Finland' | 'Petteri Orpo' | 'Israel-Hamas war' | 'Ukraine' | 'global stockpiles of weapons' | 'EU' | '155mm artillery shells' | 'Kyiv' | 'Ukrainian military' | 'Washington' | 'US support for Ukraine' | 'Republicans' | 'nuclear shield' | 'French nuclear deterrent'
5E0GEIIWXP_A4LXADW8IYPC2SG,'Tank assaults|Russia|Ukraine|surprise|flat terrain|drones|defenders|attacks|defeats|Riley Bailey|Institute for the Study of War|mechanized maneuver warfare|armored vehicles|surveillance drones|attack drones|losses|Bucha|Vuhledar|Avdiivka|US intelligence|counteroffensive|battlefield|minefields|Business Insider'
5E2KUG9CTI_RESRSLL5SV8GMOD,attack | 12-13 January | Russia | US$239 million | Ekonomichna Pravda | Air Force Command | Russian air attack | S-300/S-400 anti-aircraft guided missiles | Shahed-136/131 attack UAVs | Kh-47M2 Kinzhal aeroballistic missiles | Kh-101/Kh-555/Kh-55 cruise missiles | Kh-22 cruise missiles | Kh-31P guided missiles | Kh-59 guided missiles | US$239.06 million
5IVOMOBPZ9_CPELEW04VZ1ZLGG,West's effort | suffocate | Russia's war machine | sanctions | banning export | crucial components | Western-made parts | microchips | Russian weapons | full-scale invasion | foreign components | Russian weaponry | U.S. producers | National Agency on Corruption Prevention | NAZK
5JCOWHDG67_M5NIL9K0TI4GT15,OKLAHOMA CITY | KFOR | Oklahoma City Police Department | fatal shooting | Saturday | SW 29th St. | Youngs Ave. | January 13 | LOCAL NEWS | stolen ATM | Jacqueline Garcia | gunfire | local hospital | Homicide Tip Line | 405-297-1200
5ONKP22IJU_RS1IXHUZSQ4DCV9,U.S. | British militaries | Iranian-backed Houthis | Yemen | Tomahawk missiles | fighter jets | President Joe Biden | Red Sea | diplomatic negotiations | anti-ship ballistic missiles | Associated Press | Sanaa | Hodieda | Taiz | Israel-Hamas war | White House | Houthi rebels | Gulf of Aden | U.K. Prime Minister Rishi Sunak | Royal Air Force | Netherlands | Canada | Bahrain | Abdel Malek al-Houthi | U.N. Security Council | Iran | Russia | China | Algeria | Mozambique | Secretary of State Antony Blinken | Operation Prosperity Guardian | Pentagon | Hamas attacks | Boston 25 News
5QKFSJDPVH_K9WDR4ZBJWL9W21,North Korea|Russia|tactical guided missiles|South Korean Defense Minister|Shin Won-sik|Yonhap News Agency|Ukraine|White House|missile shipments|Moscow|The Wall Street Journal|Washington Post|ballistic missiles|Ukraine's military intelligence|Kim Jong-un|munitions factories|arms supplies|weapons system|nuclear weapons|Pyongyang|test launch|KN-23 short-range ballistic missiles|U.S.|allies|Iran|kamikaze drones|Air Force spokesperson|Yurii Ihnat|Kyiv Independent
5QOODIXTVK_7B9OMR07CH21HYO,Steve Scherer | Reuters | Canadians | American democracy | Donald Trump | White House | authoritarian state | President Joe Biden | Republican nomination | presidential primary race | Angus Reid Institute poll | Capitol Hill attack | Justin Trudeau | Biden's 2020 election win | political enemies | authoritarian language | Biden victory | Trump campaign | Shachi Kurl | democratic institutions | checks and balances | isolationism | protectionist trade policies | trade relationship | Kim Nossal | North American trade pact | mercantilist view | protectionist | renewal review
6371QXPQN5_M860UDF6ELMIO39,Pope Francis | war | crime against humanity | peace | Ukraine | Middle East | Angelus prayer | cruelty of war | Gaza | power | conflicts | death | civilians | infrastructure | Hamas gunmen | Israel | Palestinian enclave
6MEDZFX11R_R9CNUKEFF9PNSVZ,"'AL-MAZRA'A ASH-SHARQIYA|West Bank|American teen|Israeli fire|Washington's military support|Israel|Tawfiq Ajaq|White House|Israel-Hamas war|Gaza|Biden administration|Israeli settlers|Palestinians|Gretna, Louisiana|New Orleans|Palestinian culture|Hafez Ajaq|American society|Joe Abdel Qaki|Israeli police|Highway 60|fatal shootings|John Kirby|Hamas|Palestinian Health Ministry|U.S. military support|Gaza health officials|1967 Mideast war|Jerusalem|Frankel"
6URD5DJ82U_D8248O4Q3CUD8YB,North Korea|Russia|arms cooperation deal|Kremlin|Reuters|delegation|North Korean Foreign Minister|Choe Son Hui|Moscow|Korean Central News Agency|Russian Foreign Ministry|Maria Zakharova|Sergey Lavrov|Dmitry Peskov|Vladimir Putin|Kim Jong Un|Vostochny satellite launch center|Japanese military spending|Koo Byoungsam|South Korea’s Unification Ministry|illegal cooperation activities|arms exchanges|United States|artillery|missiles|war in Ukraine|technological and military insights|Biden administration|U.S.|partnership|Associated Press|North Korean foreign minister visits Moscow|speculation of arms deal with Russia
6W7W5S0W4L_FRQHW3J1XR1EL4I,MOSCOW | Reuters | Russia's foreign ministry | Iran | Pakistan | restraint | diplomacy | chaos | killer drones | rockets | separatist Baloch militants | Russian Foreign Ministry | Maria Zakharova | Shanghai Cooperation Organisation | SCO | anti-terrorist operation | sovereign territory | Andrew Osborn
6WUN9IXIIX_YL2DZO63QPFO3LL,error...
6WW2TO4X7E_KOON8PQUBN71MBG,"Russian agent|100 kilometers|Ukrainian military positions|frontline cities|Avdiivka|Maryinka|Donetsk Oblast|detained|Ukraine’s SBU security service|Telegram|Jan. 11|33-year-old|Novohrodivka|anti-Ukraine messages|social media|FSB officer|October 2023|public transportation|Kurakhove|Myrnohrad|Selydove|Mykhailivka|text messages|electronic map notations|anonymous messaging app|monetary ""rewards""|bank card|military operations|rocket and artillery attacks|Ukrainian troops|high treason|martial law|life imprisonment|The New Voice of Ukraine"
7310QKXLL1_2WZE8AKCZZ7OC6W,error...
742W8H2ZTB_VOU8RHZREH2BYL4,'Vladimir Putin' | 'attack on Nato' | 'Germany’s defence minister' | 'Boris Pistorius' | 'Der Tagesspiegel' | 'Nato official' | 'war with Russia' | '2040s' | 'Kremlin' | 'Russian attack' | 'Adml Rob Bauer' | 'Nato’s military committee' | 'conflict with Russia' | 'war in Ukraine' | 'Ukrainian defence minister'
7633WRFRRJ_S8U47C0K58MQEKS,"'Singapore’s Prime Minister Lee Hsien Loong' | 'visit Johor, Malaysia' | 'January 11' | 'Johor Bahru-Singapore Rapid Transit System Link project' | 'Malaysian counterpart Anwar Ibrahim' | 'memorandum of understanding' | 'Johor-Singapore Special Economic Zone' | 'economic collaboration' | 'railway' | 'north region of Singapore' | '10,000 passengers per hour' | 'commence passenger service' | 'end of 2026' | 'Bloomberg L.P.'"
76E6AIH85W_BZA8VXYQ89XXVFZ,transgender woman | suing | City of New York | $22 million | Rikers Island | male detention center | assaulted | harassed | Ali Miles | Dylan | Arizona | felony-level stalking | false report of a crime | aggravated harassment | New York City Department of Correction | New York City Health and Hospitals Corporation | rape | physical assault | Prison Rape Elimination Act | PREA | 2003 | biological man | women’s clothing | female gender | men’s housing unit | healthcare | blindness | chemicals | discrimination | deliberate indifference | civil rights law
7AKU9NZCWS_YX8YBZAH1U3VD3X,Baltimore County Police | man shot | gun | Pikesville gas station | Maryland Attorney General’s office | fatal shooting | domestic disturbance | hotel | 400 block of Reisterstown Road | Joy Stewart | BP gas station | 500 block of Reisterstown Road | barricade | body cameras | Independent Investigations Division | hospital | evidence markers | crime scene tape | Howard Johnson by Wyndham hotel | administrative leave | body camera footage
7B6Z59CHWU_NKM1QLY1PRENZGU,Latvian President Edgars Rinkevics| military aid package| Ukraine| howitzers| drones| munitions| joint press conference| Ukrainian counterpart| Volodymyr Zelensky| Baltic countries| Russian aggression| military assistance| Kyiv| drone coalition| military cooperation| intergovernmental assistance agreement| non-military assistance| Chernihiv Oblast| Baltic tour| long-term assistance| Estonia| Lithuania| Kyiv Independent.
7B9ZM4Q541_TZ17EUVB0VLVF81,WASHINGTON | NEXSTAR | Iranian-backed Houthi rebels | missile | U.S.-owned ship | Yemen | retaliation | U.S. | United Kingdom military forces | President Biden | Red Sea | Vermont Senator Bernie Sanders | Congress | Israel | Hamas | Gaza | Palestinian authorities | Iowa Republican Joni Ernest | hostage | White House | DC News Now
7E0KXJPIB7_CI1BM4AI4WCM1YB,'Scotland's first minister Humza Yousaf|UK parliament|air strikes|Yemen|UK and US strikes|Houthi rebel sites|Rishi Sunak|global shipping|Red Sea|military facilities|military action|UN security resolution|SNP|Middle East|parliament|military intervention|Iranian-backed group|Houthi officials|Houthi militia|international shipping|Hamas|US Air Force|trade route|freedom of navigation|Ministry of Defence (MoD)|Royal Air Force|precision strikes|attack drones|Nadia El-Nakla|Gaza|Al-Nassar Hospital|British-Palestinians|visa scheme|Ukraine Family Scheme visa|UK government|Hamas-run health ministry'
7KJY7X911X_XJIQFS8FHNSUGGG,'PepsiCo|banned|references|war|advertising strategy|Ukraine|global coalition|civil society organisations|B4Ukraine|PR agency|Ukrainian Armed Forces|Russian market|taxes|National Agency on Corruption Prevention|US$115 million|parallel imports|21 September 2023|Russian missile|Vyshneve|Kyiv Oblast|NACP|US companies|Mars|international sponsors of the war'
7TT1KBUZG5_NE00PBLB0RC2ZCX,Swiss President Viola Amherd|Ukrainian President Volodymyr Zelenskyy|peace summit|Ukraine’s ongoing war|Russia|Global Peace Summit|Switzerland|Russian early warning and control plane|Andriy Yermak|Swiss-hosted talks|Davos|10-point peace formula|Global South|aggression of Russia|European Union sanctions|World Economic Forum|Bern|Chinese Prime Minister Li Qiang|Hanna Arhirova|Kirsten Grieshaber
7UCN67RGHP_7S51E9TCHLCW8T1,Saudi Arabia|restraint|avoiding escalation|air strikes|United States|Britain|Houthi movement|Yemen|foreign ministry|peace talks|security|stability|Red Sea region|freedom of navigation|international demand|Iran-aligned group|Western-backed|Saudi-led coalition|Palestinian Islamist group|Hamas|Israel|commercial ships|Mohammed Abdulsalam|peace talks|Hatem Maher|Jacqueline Wong|Raju Gopalakrishnan
7UJ213VHW3_ADMEDX41TVZF4GW,'CHERRIES boss Andoni Iraola|Dango Ouattara|injury|winger|international duty|Burkina Faso|ankle injury|Cherries’ 3-1 defeat|Tottenham Hotspur|Africa Cup of Nations|21-year-old|Ivory Coast|matchday squad|1-0 win|Mauritania|Hubert Velud|Algeria|Daily Echo|national team|recovering'
7VIQ0N7X7X_2JYYVB868S9LDHY,'President Volodymyr Zelensky|Davos forum|supporting Ukraine|international support|Kyiv|Switzerland|war|third world war|negotiate|Putin|escalation|Russia|military supplies|aggression|Syria|Africa|peace|catastrophe|free world|aspirations|actions|goals|ambitions|EU|U.S. funds|political infighting|European Commission President Ursula von der Leyen|NATO Secretary General Jens Stoltenberg|U.S. Secretary of State|future support|Washington|Congress|funding|aid bill|Republican|Democratic parties|accession process|50-billion-euro funding package|Hungary|invest|just and stable peace|pressure|aggressor|defender's confidence|investment|business and financial giants|reconstruction|industry|infrastructure|economy|Russian aggression|World Bank|recovery cost|confiscating Russian assets|G7 meeting|Germany|France|Italy|EU|legal pitfalls|Financial Times|U.S. Special Representative for Economic Recovery in Ukraine Penny Pritzker|confiscation|Global Peace Summit|Switzerland|World Economic Forum|advisory meeting|peace formula|summit|Kyiv Independent'
7WAI9ZQK44_8OCB5FVHBEAOQGC,"Mercedes-Benz|selling|dealerships|workshops|Germany|European markets|Group-owned retail branches|sale|dealer groups|Handelsblatt daily|supervisory board|branch-specific basis|closure of branches|20 branches|80 dealerships|8,000 employees|40 million euros|automobile retail expertise|job guarantees|long-term sustainability|regional jobs|competitiveness|showrooms|UK|Italy|Spain|Belgium|Czech Republic"
7ZXAHTC2KH_T7IYPK9FFPMXZPA,latest news|Ukraine|Senior Foreign Correspondent|Roland Oliphant|war in 2024|Ukraine: the Latest|The Telegraph|daily podcast|Apple Podcasts|Spotify|full-scale invasion|David Knowles|Dominic Nicholls|Francis Dearnley|British journalism|US-exclusive offer
816AH6OUBN_5QF61VI6IXX1JHD,'European Parliament members|Hungarian Prime Minister|Viktor Orban|Fidesz Party|European Commission|Polish government|rule of law|Origo|Article 7 of EU Treaty|Hungary’s voting rights|state-owned media|media freedom|pluralism|EU Commissioner for Transparency and Values|Vera Jourova|Budapest|no confidence|unfreezing Hungary funds|accountability|press freedom|EU Council|EU membership rights|fundamental principles|frozen funds|Ukraine's accession to the EU|German Chancellor Olaf Scholz|aid package for Ukraine|veto|The New Voice of Ukraine'
83H466MOHF_BORPRW5FSHKN5H4,state of emergency|Russian city|Voronezh|Ukraine|drone attack|damaged buildings|wounded children|Mayor Vadim Kstenin|evacuated|Yelena Fedyainova|Alexander Gusev|Russian defence ministry|destroyed drones|intercepted drones|Belgorod region|voluntary evacuations|Sukhoi Su-34s bombers|air strikes|Ukrainian authorities|Kyiv|Russian military infrastructure|Moscow's war efforts|accidentally bombed Voronezh|The Telegraph
85V50808AB_50NCUTXZCAD56XD,TAIPEI | Reuters | senior U.S. officials | Taiwan | post-election talks | U.S. government | peace | Taiwan Strait | de facto U.S. embassy | Taipei | Lai Ching-te | Democratic Progressive Party | presidential election | President Joe Biden | unofficial delegation | Chinese-claimed island | American Institute in Taiwan | National Security Advisor Stephen Hadley | Deputy Secretary of State James Steinberg | Laura Rosenberger | cross-Strait peace and stability | China | military and political pressure | President Tsai Ing-wen | Beijing's sovereignty claims | future talks
8C7C8NKMP1_FXA6CLSDCLUVIVX,Germany | diplomat | China | South China Sea | rights | Asian coastal states | Philippines | freedom of navigation | territorial disputes | crisis | Annalena Baerbock | Philippine President | Ferdinand Marcos Jr. | Manila | de-escalate | tensions | mechanisms | economic regions | surveillance drones | coast guard | territorial interests | maritime laws | United States | military-grade laser | water cannons | diplomatic protests | armed attack | economic development | international law | United Nations-backed arbitration panel | territorial claims
8GAXQ6XADK_IV8LQ9IDZLU23X7,'Taiwan' | 'Beijing' | 'diplomatic allies' | 'Nauru' | 'Micronesian island' | 'China' | 'election results' | 'pro-sovereignty candidate' | 'William Lai' | 'Taiwanese independence' | 'international order' | 'Tien Chung-kwang' | 'political fluctuations' | 'one-China principle' | 'Anna Powles' | 'Mihai Sora'
8QQ12SORRO_GWL9EZQU5PMM2W6,"LITTLE ROCK, Ark.|U.S. House|continuing resolution|government running|Arkansas delegation|Rep. Bruce Westerman|Congressional leaders|government shutdown|Natural State representatives|national borders|budget|House’s GOP majority|temporary spending bill|appropriations process|Fiscal Commission|Hunter Biden|private deposition|Republicans|Rep. French Hill|border security|balanced budget|Speaker Johnson|hard-line tactics|Rep. Rick Crawford|politically divided legislature|Rep. Steve Womack|shutdown|FY24 Appropriations|$34 trillion debt|discretionary spending|President Joe Biden|military payroll|food distribution programs|KARK."
8RZ3VU7TVW_T6RY22AAY0X5S42,error...
8T68898NUD_7HUBVPQW9CFK5OS,error...
8UFX5WR5R0_HZQ6W8IZLCXQPUC,Israel | Gaza Strip | military offensive | Hamas militant group | war | Israeli warplanes | Lebanon | Hezbollah missile attack | Israeli civilians | Palestinians | White House National Security Council | John Kirby | low-intensity operations | hostages | Benjamin Netanyahu | Hezbollah | Hassan Nasrallah | cease-fire | protests | International Court of Justice | genocide allegations | U.S. diplomatic and military support | Defense Minister Yoav Gallant | Antony Blinken | humanitarian aid | West Bank | Palestinian health officials | Israeli fire | Khan Younis | refugee camps | Al-Aqsa Martyrs Hospital | Egyptian TV station Al-Ghad | Israeli airstrike | Gaza Health Ministry | civilian casualties | ground offensive
8UH4L6039C_JWF1Y4WX3A3STRB,"APPLETON, Wis. | WFRV | woman | charged | producing | distributing | child sexual abuse material | CSAM | Texas | United States Attorney’s Office – Eastern District of Wisconsin | Charlotta Belgum | Wisconsin Department of Justice | Division of Criminal Investigation | Appleton Police Department | Department of Homeland Security | Milwaukee Field Office | Project Safe Childhood | U.S. Department of Justice"
8W5BYCB82E_LPNQ2WTD2DPBZSU,"'KYIV, Ukraine (AP)', 'Ukrainian air force', 'Russian early warning and control plane', '650 kilometers (400 miles)', 'key command center aircraft', 'Kremlin’s forces', 'Ukraine’s military chief', 'Russian battlefield movements', 'Soviet-era warplanes', 'Gen. Valeriy Zaluzhnyi', 'Beriev A-50', 'Il-22', 'air defense systems', 'Western allies', 'Azov Sea', 'Crimea Peninsula', 'Black Sea', 'Russian war bloggers', 'friendly fire', 'drone attack', 'Belarus', 'airborne command post', 'radio signals', 'front line', 'Ukrainian President Volodymyr Zelenskyy', 'Swiss President Viola Amherd', 'World Economic Forum', 'Davos', 'United Nations', 'Martin Griffiths', 'Israel-Hamas war', 'Gaza', 'North Korea', 'Iran', 'missiles', 'ammunition and shells', 'U.S.', 'allies', 'Iranian defense and foreign ministers', 'landmark cooperation treaty', 'domestic manufacturing capacity', 'military items', 'U.S. think tank', 'Western-supplied weaponry', 'Institute for the Study of War', 'industrialized', 'highly educated and technically sophisticated population', 'massive arms industry', 'Soviet period', 'significant arms exporter', 'independence', 'https://apnews.com/hub/russia-ukraine'"
8WCFM58PCN_27GNUJNC1NYMF9Y,China|warplanes|balloons|rhetoric|intimidate|Taiwan|elections|President Xi Jinping|maximum pressure|Lai Ching-te|Democratic Progressive Party|Beijing|civil war|renegade province|reunified|force|evil path|right choice|war|DPP|power|military presence|war games|warplanes|ships|face reality|intimidation|signature policies|analysts|tension|coercion|Taipei|Lyle Morris|Asia Society Policy Institute|political parties|unification|compromise|one China|foreign ministry|Hu Xijin|peaceful unification|social media|Weibo|Pressure campaign|separatist|missile tests|Lee Teng-hui|continuity|independence|status quo|Ryan Hass|Brookings Institution|CIA|William Burns|invasion|timetable|Willy Lam|US|Asian allies|Japan|Pingtan island|unification|Hong Kong|Macau|Chen Suqing|businessman|liberate Taiwan|independent|fight.
944D58SWM6_OI2ACY7ORODX71F,Germany | China | South China Sea | rights violation | Asian coastal states | Philippines | freedom of navigation | territorial disputes | crisis | Annalena Baerbock | Ferdinand Marcos Jr. | de-escalate tensions | surveillance drones | territorial interests | maritime laws | United States | Enrique Manalo | international law | United Nations-backed arbitration panel | arbitration ruling
97NRYFUWUQ_GOF8B0KNQGU4LLK,Relatives | German-Israeli hostages | Gaza Strip | Berlin | negotiations | Efrat Machikawa | Gadi Mozes | Israeli embassy | German President | Frank-Walter Steinmeier | Qatar | Palestinian militant group | Hamas | Israeli prisons | Israeli estimates | Palestinian extremist groups | October 7 attacks | Hagit Chen | Itay Chen | Raz Ben Ami | Ohad Ben Ami
9B9N4TGOC7_RICGIAK5VCYTCGC,Pro-Palestinian campaigners|environmental activists|sit-in|Barclays bank|Cambridge|investment|Israel|Gaza|fossil fuel industry|student campaigners|local campaigners|die-in|protests|Hertfordshire|anti-Semitic|financial support|Israeli military|anti-war campaigns|Cambridge Climate Justice|Cambridge University PalSoc|Cambridge Palestine Solidarity Campaign|Cambridge Stop the War|fossil fuel industry|career boycott|University of Cambridge|finance fossil fuel expansion|Organisation of Radical Cambridge Activists|divest|Just Stop Oil|International Bill of Human Rights|Defence and Security sector|equity investments.
9CW63V8J5X_U0EK847ENBCGKAI,'Iran' | 'president' | 'air strike' | 'Syrian capital' | 'security forces' | 'Ebrahim Raisi' | 'Israel' | 'Syrian forces' | 'Iranian-linked targets' | 'Israel-Gaza war' | 'Hamas' | '7 October attacks' | 'Iranian Revolutionary Guard' | 'President Bashar al-Assad' | 'Mazzeh neighbourhood' | 'Damascus' | 'Revolutionary Guard' | 'Syrian Arab News Agency' | 'missiles' | 'residential building' | 'civilians' | 'Middle East' | 'Hamas-run health ministry' | 'Hezbollah' | 'US forces' | 'Houthis' | 'Red Sea' | 'Pakistan' | 'missile and drone attack' | 'terrorist group' | 'diplomatic ties' | 'ISIS' | 'national self defence'
9CYGM2F0NM_8M9WEY1Q57ANDKJ,US delegation | Taiwan | China | Stephen Hadley | Tsai Ing-wen | Lai Ching-te | Democratic Progressive Party | Beijing | separatist | Nauru | diplomatic ties | American commitment | democracy | human rights | trade relations | James B Steinberg | Taiwanese declaration of independence | Joe Biden | Taipei | Beijing | parliament
9IF8YSW3JQ_IBQF3OXW8R2UEQD,Bloomberg | Oil rose | US | allies | airstrikes | Houthi rebels | Yemen | attacks on ships | Red Sea | fuel and goods | vital waterway | Brent | West Texas Intermediate | Middle East conflict | President Joe Biden | Iran-backed group | shipping | tanker owner | Global benchmark Brent | geopolitical risks | Dan Ghali | TD Securities | Hamas | Israel | Gaza | Suez Canal | oil tanker markets | Iran | oil supplies | non-OPEC+ producers | slowing demand growth | Bloomberg’s Energy Daily newsletter
9IUJXW6ZPN_ONVHN339W3ZDSMV,UK Prime Minister Rishi Sunak|Ukrainian President Volodymyr Zelenskyy|bilateral security agreement|Russian attacks|press conference|Kyiv|European Pravda|security obligations|economic support|sanctions|Russian Federation’s aggression|consultations|partners|future Russian armed attack|military assistance for Ukraine
9KZUU20W8J_QT96NCOVXHSBTJ0,Asda | Tesco | Sainsbury's | Iceland | Aptamil baby formula | Danone | baby milk range | Competition and Markets Authority | infant formula | breastfeeding | price reduction | Kris Comerford | cost savings | CMA investigation | formula thefts | Aldi | Morrisons | Lidl
9NXURICFSF_ITPG4BYF1DMOLWD,"'Yemen's Houthis' | 'targeted' | 'US-owned vessel' | 'Red Sea' | 'global terrorists' | 'Genco Picardy' | 'missiles' | 'Washington' | 'financial institutions' | 'freeze Houthi funds' | 'Israel's operation in Gaza' | 'UK and US launched air strikes' | 'Houthi targets in Yemen' | 'American-British aggression' | 'Pentagon spokesman Pat Ryder' | 'UK Maritime Trade Operations (UKMTO)' | 'uncrewed aerial system' | 'US National Security Advisor Jake Sullivan' | 'Iran-backed group' | 'commercial shipping' | 'Secretary of State Antony Blinken' | 'US Specially Designated Global Terrorist List (SDGT)' | 'terrorism' | 'US personnel' | 'global trade operations' | 'Gulf of Aden' | 'Trump administration' | 'foreign terrorist organisation (FTO)' | 'UN and aid groups' | 'large-scale famine' | 'President Joe Biden' | 'humanitarian situation' | 'Yemen' | 'commercial shipping' | 'Red Sea assaults' | 'Greek vessel' | 'missile' | 'Houthi rebels' | 'civil war' | 'merchant vessels' | 'Israel's military operation in Gaza' | 'commercial tankers' | 'air strikes' | 'Australia, Bahrain, the Netherlands and Canada' | 'ultimatum' | 'terrorist designation' | 'sanctions' | 'senior Houthi official Mohammed al-Bukhaiti' | 'social media' | 'Saudi-led coalition' | 'humanitarian crises' | 'population' | 'aid'"
9P5PZN65HP_JT390DPG0I4VJR0,'Ukraine' | 'Kharkiv Oblast' | 'Russian assault' | 'state of emergency' | 'Voronezh' | 'Zelensky' | 'World Economic Forum' | 'Davos' | 'Switzerland' | 'The Telegraph' | 'podcast' | 'military' | 'humanitarian' | 'political' | 'economic' | 'historical' | 'David Knowles' | 'Dominic Nicholls' | 'Francis Dearnley' | 'British journalism' | 'US-exclusive offer'
9QY2KFKTK2_G8PEOBS3VAEQSM5,'SINGAPORE | potential loss | revenue | tobacco tax | government's decision | ban | e-cigarettes | 2018 | Deputy Prime Minister | Lawrence Wong | Workers' Party | Sengkang Member of Parliament | Assoc Prof Jamus Lim | Parliament | public health considerations | protect | population | harms | products | reduced consumption | tobacco products | younger Singaporeans | legalise | tax | challenges | cigarettes | other tobacco products | current approach | Facebook | Instagram | TikTok | Twitter'
9WCAT61MRF_46I9NCP9A3ZTPJJ,Iran's President Ebrahim Raisi|U.S. air strikes|Yemen|aggressive nature|United States|IRNA news agency|defenceless Palestinians|Iran|Houthi Supreme Political Council|Mahdi al-Mashat|freedom-seeking nations|confronting Israel|people of Gaza|Ahmed Tolba|William Maclean
9Y4HOZKORO_SHX14W5N178IFQG,UK's defense secretary|Houthis|largest attack|Red Sea|Grant Shapps|UK and US warships|attack drones|21 drones and missiles|US Central Command|HMS Diamond|USS Dwight D. Eisenhower|USS Gravely|USS Laboon|USS Mason|commercial shipping lanes|Operation Prosperity Guardian|multinational security operation|Houthi forces|international maritime commerce|Israel|Brian Raymond|Global Guardian|negotiations|Yemen|illegal attacks|Business Insider
9YEO28UZS6_0HXD0HYL7IEG57U,Jan. 16 | UPI | Firefighters | Michigan | rescue | 6-year-old | Irish setter | ice | frozen river | M-20 Animal Hospital | Midland | Midland Fire Department | dog | Koufax | Emerson Park | Tittabawassee River | 911 | Facebook post | freezing water | veterinarians | temperature | home resting
9YS8KIY743_REOCMYI5TGEWQSP,error...
